Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
652,2164,23/10/2017,29/10/2017,3,712,714,2,0,327,30,10024.0,1,1050,1,12,1455,379.4
653,3554,19/06/2018,23/06/2018,3,46,26,1,0,327,30,10035.0,1,1237,1,12,1730,97.82
654,3554,19/06/2018,23/06/2018,3,46,26,1,0,327,30,10035.0,1,1485,2,0,1458,103.12
655,2234,22/08/2017,28/08/2017,3,168,180,0,0,94,33,43229.0,1,424,1,1,1574,113.552
656,2234,22/08/2017,28/08/2017,3,168,180,0,0,94,33,43229.0,1,751,1,3,238,3.318
657,2234,22/08/2017,28/08/2017,3,168,180,0,0,94,33,43229.0,1,866,1,7,128,134.288
658,4592,19/09/2017,19/09/2017,1,261,273,2,0,24,11,60505.0,0,67,0,5,768,701.372
659,4592,19/09/2017,19/09/2017,1,261,273,2,0,24,11,60505.0,0,832,1,3,235,2.308
660,1391,24/08/2016,28/08/2016,3,125,133,0,0,16,41,76017.0,0,1342,1,14,871,999.432
661,1391,24/08/2016,28/08/2016,3,125,133,0,0,16,41,76017.0,0,1345,1,14,1474,724.08
662,1391,24/08/2016,28/08/2016,3,125,133,0,0,16,41,76017.0,0,332,0,16,853,918.785
663,1391,24/08/2016,28/08/2016,3,125,133,0,0,16,41,76017.0,0,797,1,3,237,2.724
664,2027,26/03/2017,30/03/2017,3,706,701,1,0,327,30,10011.0,1,1346,1,14,774,459.95
665,2319,04/11/2017,04/11/2017,1,628,653,0,0,266,15,40214.0,2,908,1,8,1196,10.74
666,3403,08/06/2018,10/06/2018,2,751,747,1,0,109,41,75081.0,0,1447,1,15,100,23.76
667,3403,08/06/2018,10/06/2018,2,751,747,1,0,109,41,75081.0,0,1048,1,12,537,85.056
668,3403,08/06/2018,10/06/2018,2,751,747,1,0,109,41,75081.0,0,1826,2,13,450,381.576
669,646,24/12/2015,26/12/2015,0,653,624,0,0,86,33,44105.0,1,247,0,9,1049,30.36
670,4669,09/06/2018,13/06/2018,3,530,518,2,0,80,11,60653.0,0,235,0,9,11,23.976
671,4669,09/06/2018,13/06/2018,3,530,518,2,0,80,11,60653.0,0,321,0,16,426,108.925
672,4669,09/06/2018,13/06/2018,3,530,518,2,0,80,11,60653.0,0,1168,1,12,107,36.352
673,2980,15/06/2018,22/06/2018,3,746,731,0,0,391,11,62301.0,0,537,1,2,1138,19.56
674,3356,05/12/2018,08/12/2018,0,624,636,0,0,94,12,47201.0,0,465,1,1,945,61.44
675,3356,05/12/2018,08/12/2018,0,624,636,0,0,94,12,47201.0,0,1154,1,12,1467,38.9
676,3356,05/12/2018,08/12/2018,0,624,636,0,0,94,12,47201.0,0,1568,2,0,910,99.39
677,4732,18/03/2018,23/03/2018,3,139,130,0,0,491,41,75701.0,0,391,1,1,865,2.688
678,4732,18/03/2018,23/03/2018,3,139,130,0,0,491,41,75701.0,0,1564,2,0,1596,27.816
679,4732,18/03/2018,23/03/2018,3,139,130,0,0,491,41,75701.0,0,261,0,9,879,82.524
680,4732,18/03/2018,23/03/2018,3,139,130,0,0,491,41,75701.0,0,831,1,3,895,182.994
681,2668,19/11/2017,24/11/2017,3,209,240,0,0,327,30,10024.0,1,768,1,3,246,14.352
682,2668,19/11/2017,24/11/2017,3,209,240,0,0,327,30,10024.0,1,1375,1,14,645,64.96
683,2668,19/11/2017,24/11/2017,3,209,240,0,0,327,30,10024.0,1,1412,1,14,125,68.6
684,4914,04/11/2018,04/11/2018,1,310,307,1,0,60,31,27217.0,2,1668,2,11,476,7999.98
685,4914,04/11/2018,04/11/2018,1,310,307,1,0,60,31,27217.0,2,425,1,1,611,167.44
686,661,05/07/2015,08/07/2015,0,492,521,0,0,215,22,39212.0,2,1570,2,0,1105,479.97
687,661,05/07/2015,08/07/2015,0,492,521,0,0,215,22,39212.0,2,969,1,10,226,14.62
688,661,05/07/2015,08/07/2015,0,492,521,0,0,215,22,39212.0,2,1038,1,12,1786,19.44
689,3963,25/12/2018,29/12/2018,3,616,617,0,0,327,30,10035.0,1,39,0,4,378,191.984
690,4161,21/06/2015,23/06/2015,2,570,553,0,0,509,44,22980.0,2,288,0,9,1036,104.01
691,4161,21/06/2015,23/06/2015,2,570,553,0,0,509,44,22980.0,2,1749,2,13,964,284.82
692,4161,21/06/2015,23/06/2015,2,570,553,0,0,509,44,22980.0,2,1369,1,14,1332,36.84
693,1189,28/03/2016,02/04/2016,3,8,10,0,0,265,3,90036.0,3,1521,2,0,909,166.24
694,1189,28/03/2016,02/04/2016,3,8,10,0,0,265,3,90036.0,3,1071,1,12,1766,33.4
695,1022,14/05/2016,17/05/2016,0,398,368,2,0,78,36,19013.0,1,577,1,2,363,198.272
696,1022,14/05/2016,17/05/2016,0,398,368,2,0,78,36,19013.0,1,975,1,10,198,47.36
697,1022,14/05/2016,17/05/2016,0,398,368,2,0,78,36,19013.0,1,850,1,7,939,200.984
698,1022,14/05/2016,17/05/2016,0,398,368,2,0,78,36,19013.0,1,990,1,10,178,97.696
699,1022,14/05/2016,17/05/2016,0,398,368,2,0,78,36,19013.0,1,504,1,2,332,2.696
700,1022,14/05/2016,17/05/2016,0,398,368,2,0,78,36,19013.0,1,698,1,3,692,18.588
701,1022,14/05/2016,17/05/2016,0,398,368,2,0,78,36,19013.0,1,717,1,3,1626,4.896
702,3038,02/09/2018,08/09/2018,3,243,238,1,0,86,33,44105.0,1,242,0,9,548,15.072
703,2654,04/11/2017,08/11/2017,2,56,18,1,0,450,45,98103.0,3,256,0,9,1531,209.88
704,1325,09/04/2016,14/04/2016,3,377,356,0,0,261,3,90805.0,3,347,0,16,971,369.912
705,459,12/09/2015,17/09/2015,3,94,97,1,0,68,31,27511.0,2,1127,1,12,1816,10.368
706,459,12/09/2015,17/09/2015,3,94,97,1,0,68,31,27511.0,2,407,1,1,628,166.84
707,459,12/09/2015,17/09/2015,3,94,97,1,0,68,31,27511.0,2,1529,2,0,1398,15.216
708,156,02/12/2015,04/12/2015,0,231,209,0,0,327,30,10035.0,1,1565,2,0,992,119.96
709,156,02/12/2015,04/12/2015,0,231,209,0,0,327,30,10035.0,1,28,0,4,1189,883.92
710,156,02/12/2015,04/12/2015,0,231,209,0,0,327,30,10035.0,1,638,1,3,146,46.72
711,172,05/04/2015,07/04/2015,0,752,767,2,0,327,30,10035.0,1,1248,1,12,538,55.48
712,3669,03/09/2018,07/09/2018,3,44,60,0,0,358,8,32137.0,2,855,1,7,5,24.448
713,4636,19/05/2018,24/05/2018,3,658,649,1,0,314,30,10550.0,1,398,1,1,337,281.34
714,4636,19/05/2018,24/05/2018,3,658,649,1,0,314,30,10550.0,1,1795,2,13,1167,307.98
715,4636,19/05/2018,24/05/2018,3,658,649,1,0,314,30,10550.0,1,1502,2,0,1017,299.97
716,613,01/07/2015,06/07/2015,2,243,238,1,0,450,45,98105.0,3,771,1,3,410,19.92
717,361,11/01/2015,14/01/2015,0,720,689,0,0,124,6,19901.0,1,136,0,9,492,9.94
718,2950,24/09/2018,29/09/2018,3,420,434,0,0,328,33,43055.0,1,217,0,9,878,103.056
719,65,02/06/2015,07/06/2015,3,148,153,2,0,349,42,84057.0,3,704,1,3,710,59.808
720,65,02/06/2015,07/06/2015,3,148,153,2,0,349,42,84057.0,3,146,0,9,135,73.32
721,1863,13/02/2017,18/02/2017,3,634,652,2,0,265,3,90045.0,3,1250,1,12,1566,146.82
722,2306,15/12/2017,19/12/2017,3,533,529,1,0,123,20,48205.0,0,318,0,16,425,1652.94
723,2306,15/12/2017,19/12/2017,3,533,529,1,0,123,20,48205.0,0,1290,1,14,1329,296.37
724,213,07/10/2015,13/10/2015,3,535,501,2,0,372,36,19140.0,1,145,0,9,1442,129.92
725,1896,07/07/2017,12/07/2017,3,677,711,1,0,197,8,33012.0,2,1452,1,15,98,45.584
726,3622,16/09/2018,20/09/2018,3,360,355,0,0,25,41,78745.0,0,854,1,7,1041,17.568
727,3622,16/09/2018,20/09/2018,3,360,355,0,0,25,41,78745.0,0,1756,2,13,451,55.992
728,4574,03/12/2017,06/12/2017,0,256,258,0,0,341,30,11572.0,1,1143,1,12,1752,182.72
729,4574,03/12/2017,06/12/2017,0,256,258,0,0,341,30,11572.0,1,340,0,16,327,400.032
730,4574,03/12/2017,06/12/2017,0,256,258,0,0,341,30,11572.0,1,1413,1,14,1261,33.63
731,4574,03/12/2017,06/12/2017,0,256,258,0,0,341,30,11572.0,1,99,0,5,758,542.646
732,4574,03/12/2017,06/12/2017,0,256,258,0,0,341,30,11572.0,1,962,1,10,231,6.3
733,3385,21/01/2018,25/01/2018,3,235,200,2,0,450,45,98115.0,3,1315,1,14,417,242.94
734,3385,21/01/2018,25/01/2018,3,235,200,2,0,450,45,98115.0,3,1563,2,0,1021,179.97
735,3385,21/01/2018,25/01/2018,3,235,200,2,0,450,45,98115.0,3,798,1,3,1624,99.696
736,3385,21/01/2018,25/01/2018,3,235,200,2,0,450,45,98115.0,3,767,1,3,1636,27.936
737,3385,21/01/2018,25/01/2018,3,235,200,2,0,450,45,98115.0,3,11,0,4,1185,84.98
738,3385,21/01/2018,25/01/2018,3,235,200,2,0,450,45,98115.0,3,642,1,3,82,18.72
739,391,08/09/2015,12/09/2015,3,314,296,0,0,436,3,94110.0,3,1493,2,0,1018,49.98
740,157,04/01/2015,08/01/2015,3,605,611,2,0,319,11,60540.0,0,987,1,10,217,11.784
741,157,04/01/2015,08/01/2015,3,605,611,2,0,319,11,60540.0,0,1377,1,14,1363,272.736
742,157,04/01/2015,08/01/2015,3,605,611,2,0,319,11,60540.0,0,804,1,3,707,3.54
743,4557,27/08/2017,01/09/2017,3,717,723,0,0,109,41,75220.0,0,1450,1,15,1043,51.52
744,4557,27/08/2017,01/09/2017,3,717,723,0,0,109,41,75220.0,0,1178,1,12,142,3.528
745,4557,27/08/2017,01/09/2017,3,717,723,0,0,109,41,75220.0,0,1286,1,12,1748,4.624
746,4557,27/08/2017,01/09/2017,3,717,723,0,0,109,41,75220.0,0,1448,1,15,667,55.168
747,282,27/05/2015,27/05/2015,1,513,517,1,0,435,3,92105.0,3,344,0,16,942,567.12
748,282,27/05/2015,27/05/2015,1,513,517,1,0,435,3,92105.0,3,1353,1,14,646,359.32
749,2441,20/03/2017,22/03/2017,2,583,605,0,0,145,11,60201.0,0,1677,2,13,314,11.992
750,3272,02/10/2018,06/10/2018,3,640,647,0,0,485,20,48183.0,0,778,1,3,686,58.05
751,3272,02/10/2018,06/10/2018,3,640,647,0,0,485,20,48183.0,0,262,0,9,1177,157.74
752,3272,02/10/2018,06/10/2018,3,640,647,0,0,485,20,48183.0,0,582,1,2,250,56.98
753,3272,02/10/2018,06/10/2018,3,640,647,0,0,485,20,48183.0,0,658,1,3,236,2.88
754,1824,07/04/2017,09/04/2017,0,789,790,1,0,436,3,94110.0,3,1607,2,6,803,1199.976
755,1238,07/12/2016,12/12/2016,3,540,520,0,0,265,3,90036.0,3,235,0,9,11,79.92
756,2293,18/09/2017,22/09/2017,3,553,575,1,0,216,8,32216.0,2,325,0,16,428,383.438
757,91,29/12/2015,02/01/2016,3,200,217,0,0,105,21,55016.0,0,1369,1,14,1332,24.56
758,91,29/12/2015,02/01/2016,3,200,217,0,0,105,21,55016.0,0,1490,2,0,912,119.8
759,3083,23/07/2018,28/07/2018,3,165,154,1,0,327,30,10009.0,1,669,1,3,147,13.128
760,3418,18/09/2018,22/09/2018,3,80,67,1,0,177,47,54302.0,0,1168,1,12,107,22.72
761,949,31/08/2016,05/09/2016,3,47,33,0,0,265,3,90004.0,3,1218,1,12,1822,58.32
762,3270,03/11/2018,07/11/2018,3,347,405,1,0,21,9,30318.0,2,1006,1,10,182,12.39
763,979,08/02/2016,13/02/2016,3,462,466,0,0,94,33,43229.0,1,1822,2,13,929,107.982
764,704,13/01/2015,15/01/2015,2,175,148,1,0,45,16,71111.0,2,865,1,7,1492,11.36
765,704,13/01/2015,15/01/2015,2,175,148,1,0,45,16,71111.0,2,861,1,7,373,50.94
766,704,13/01/2015,15/01/2015,2,175,148,1,0,45,16,71111.0,2,1552,2,0,1274,646.74
767,704,13/01/2015,15/01/2015,2,175,148,1,0,45,16,71111.0,2,810,1,3,16,5.64
768,704,13/01/2015,15/01/2015,2,175,148,1,0,45,16,71111.0,2,1289,1,14,657,572.58
769,92,14/05/2015,20/05/2015,3,37,52,1,0,427,8,33710.0,2,296,0,9,594,310.88
770,2537,19/05/2017,24/05/2017,3,458,452,0,0,16,44,22204.0,2,108,0,5,831,641.96
771,2847,30/01/2018,05/02/2018,3,116,82,1,0,121,13,50315.0,0,674,1,3,407,18.28
772,2847,30/01/2018,05/02/2018,3,116,82,1,0,121,13,50315.0,0,1846,2,13,40,207.0
773,2847,30/01/2018,05/02/2018,3,116,82,1,0,121,13,50315.0,0,649,1,3,690,32.35
774,2847,30/01/2018,05/02/2018,3,116,82,1,0,121,13,50315.0,0,794,1,3,499,7.71
775,2847,30/01/2018,05/02/2018,3,116,82,1,0,121,13,50315.0,0,624,1,2,357,40.3
776,2847,30/01/2018,05/02/2018,3,116,82,1,0,121,13,50315.0,0,231,0,9,393,34.58
777,742,29/06/2015,06/07/2015,3,217,189,0,0,83,33,45231.0,1,579,1,2,526,32.76
778,1360,21/08/2016,23/08/2016,0,578,569,2,0,436,3,94110.0,3,89,0,5,842,544.008
779,1360,21/08/2016,23/08/2016,0,578,569,2,0,436,3,94110.0,3,1024,1,12,1693,59.94
780,1360,21/08/2016,23/08/2016,0,578,569,2,0,436,3,94110.0,3,1140,1,12,1763,23.92
781,1360,21/08/2016,23/08/2016,0,578,569,2,0,436,3,94110.0,3,1226,1,12,1712,4.28
782,4390,03/10/2016,06/10/2016,2,93,118,0,0,94,33,43229.0,1,679,1,3,57,32.07
783,4390,03/10/2016,06/10/2016,2,93,118,0,0,94,33,43229.0,1,1519,2,0,914,24.0
784,4390,03/10/2016,06/10/2016,2,93,118,0,0,94,33,43229.0,1,43,0,4,1383,35.49
785,4390,03/10/2016,06/10/2016,2,93,118,0,0,94,33,43229.0,1,1458,2,0,1086,47.984
786,1496,23/05/2016,28/05/2016,3,245,267,1,0,93,38,29203.0,2,846,1,7,395,186.69
787,3343,17/03/2018,21/03/2018,2,152,169,0,0,241,3,93534.0,3,636,1,3,801,17.456
788,1490,12/12/2016,16/12/2016,3,477,472,0,0,241,3,93534.0,3,127,0,5,988,348.928
789,992,26/06/2016,30/06/2016,3,663,720,0,0,405,44,23223.0,2,696,1,3,716,143.96
790,992,26/06/2016,30/06/2016,3,663,720,0,0,405,44,23223.0,2,1334,1,14,508,15.42
791,992,26/06/2016,30/06/2016,3,663,720,0,0,405,44,23223.0,2,683,1,3,67,43.04
792,992,26/06/2016,30/06/2016,3,663,720,0,0,405,44,23223.0,2,101,0,5,1202,332.94
793,1738,20/05/2017,20/05/2017,1,380,380,0,0,19,31,28806.0,2,1727,2,13,445,1363.96
794,648,20/09/2015,26/09/2015,3,277,266,0,0,436,3,94110.0,3,965,1,10,207,9.96
795,648,20/09/2015,26/09/2015,3,277,266,0,0,436,3,94110.0,3,1228,1,12,1646,21.72
796,3768,21/09/2018,26/09/2018,3,642,631,0,0,408,21,55901.0,0,658,1,3,236,20.16
797,1095,24/12/2016,26/12/2016,0,191,206,1,0,408,30,14609.0,1,1027,1,12,1668,132.79
798,1095,24/12/2016,26/12/2016,0,191,206,1,0,408,30,14609.0,1,1167,1,12,1755,12.96
799,1095,24/12/2016,26/12/2016,0,191,206,1,0,408,30,14609.0,1,974,1,10,1454,21.56
800,808,27/11/2016,03/12/2016,3,138,126,0,0,236,3,92530.0,3,93,0,5,1449,283.92
801,2881,20/02/2018,23/02/2018,0,333,327,1,0,435,3,92105.0,3,289,0,9,620,22.23
802,2881,20/02/2018,23/02/2018,0,333,327,1,0,435,3,92105.0,3,1732,2,13,1010,215.968
803,2214,18/08/2017,23/08/2017,2,333,327,1,0,327,30,10024.0,1,387,1,1,295,355.32
804,1909,12/03/2017,17/03/2017,3,494,540,1,0,306,16,71203.0,2,1241,1,12,1813,12.96
805,3462,22/04/2018,24/04/2018,0,303,294,0,0,436,3,94122.0,3,168,0,9,589,18.28
806,420,01/11/2015,07/11/2015,3,618,659,0,0,120,4,80219.0,3,532,1,2,1094,43.176
807,420,01/11/2015,07/11/2015,3,618,659,0,0,120,4,80219.0,3,1739,2,13,449,1983.968
808,1311,03/02/2016,05/02/2016,0,1,24,0,0,346,25,68104.0,0,254,0,9,457,28.4
809,1311,03/02/2016,05/02/2016,0,1,24,0,0,346,25,68104.0,0,1598,2,0,954,149.97
810,599,13/10/2015,15/10/2015,0,791,791,0,0,135,45,98026.0,3,573,1,2,1125,11.52
811,599,13/10/2015,15/10/2015,0,791,791,0,0,135,45,98026.0,3,349,0,16,322,1298.55
812,599,13/10/2015,15/10/2015,0,791,791,0,0,135,45,98026.0,3,381,1,1,304,213.92
813,599,13/10/2015,15/10/2015,0,791,791,0,0,135,45,98026.0,3,1485,2,0,1458,25.78
814,3616,14/05/2018,14/05/2018,1,595,599,0,0,444,3,92704.0,3,168,0,9,589,18.28
815,3616,14/05/2018,14/05/2018,1,595,599,0,0,444,3,92704.0,3,1507,2,0,1328,1399.93
816,870,20/03/2016,23/03/2016,0,118,73,1,0,297,47,53209.0,0,1017,1,12,1799,51.84
817,2420,15/09/2017,19/09/2017,3,192,212,0,0,372,36,19140.0,1,1224,1,12,1756,5.344
818,487,28/06/2015,02/07/2015,3,124,183,0,0,372,36,19140.0,1,1038,1,12,1786,41.472
819,487,28/06/2015,02/07/2015,3,124,183,0,0,372,36,19140.0,1,763,1,3,1435,3.168
820,487,28/06/2015,02/07/2015,3,124,183,0,0,372,36,19140.0,1,69,0,5,757,1228.465
821,487,28/06/2015,02/07/2015,3,124,183,0,0,372,36,19140.0,1,813,1,3,704,31.086
822,487,28/06/2015,02/07/2015,3,124,183,0,0,372,36,19140.0,1,1216,1,12,1728,335.52
823,2786,20/06/2018,27/06/2018,3,759,753,0,0,35,28,7109.0,1,1530,2,0,1327,239.97
824,2786,20/06/2018,27/06/2018,3,759,753,0,0,35,28,7109.0,1,987,1,10,217,9.82
825,4125,09/05/2015,15/05/2015,3,591,586,0,0,436,3,94110.0,3,1559,2,0,960,67.8
826,4125,09/05/2015,15/05/2015,3,591,586,0,0,436,3,94110.0,3,1459,2,0,1462,167.97
827,3292,21/08/2018,28/08/2018,3,311,312,0,0,239,21,55044.0,0,921,1,8,121,35.0
828,3292,21/08/2018,28/08/2018,3,311,312,0,0,239,21,55044.0,0,1421,1,15,89,37.24
829,3292,21/08/2018,28/08/2018,3,311,312,0,0,239,21,55044.0,0,895,1,7,1430,15.28
830,3341,16/06/2018,21/06/2018,2,356,381,0,0,151,15,41042.0,2,59,0,5,735,301.96
831,3341,16/06/2018,21/06/2018,2,356,381,0,0,151,15,41042.0,2,455,1,1,655,180.66
832,3341,16/06/2018,21/06/2018,2,356,381,0,0,151,15,41042.0,2,1730,2,13,1313,191.98
833,3341,16/06/2018,21/06/2018,2,356,381,0,0,151,15,41042.0,2,1752,2,13,446,65.99
834,2682,23/07/2017,27/07/2017,3,340,358,1,0,471,8,33614.0,2,564,1,2,352,35.216
835,2682,23/07/2017,27/07/2017,3,340,358,1,0,471,8,33614.0,2,445,1,1,819,23.696
836,2682,23/07/2017,27/07/2017,3,340,358,1,0,471,8,33614.0,2,1666,2,11,1838,265.475
837,4159,08/09/2015,13/09/2015,2,462,466,0,0,491,41,75701.0,0,675,1,3,702,51.184
838,4873,04/11/2018,11/11/2018,3,384,343,2,0,93,40,38401.0,2,1109,1,12,110,9.664
839,4531,07/03/2017,12/03/2017,3,246,245,1,0,154,41,76106.0,0,1765,2,13,308,21.072
840,791,20/11/2016,25/11/2016,3,92,109,1,0,327,30,10035.0,1,624,1,2,357,60.45
841,791,20/11/2016,25/11/2016,3,92,109,1,0,327,30,10035.0,1,555,1,2,1142,11.52
842,791,20/11/2016,25/11/2016,3,92,109,1,0,327,30,10035.0,1,7,0,4,1181,186.048
843,2616,07/11/2017,09/11/2017,0,271,271,1,0,265,3,90036.0,3,689,1,3,637,37.44
844,2616,07/11/2017,09/11/2017,0,271,271,1,0,265,3,90036.0,3,703,1,3,899,26.976
845,2616,07/11/2017,09/11/2017,0,271,271,1,0,265,3,90036.0,3,1436,1,15,95,11.36
846,2616,07/11/2017,09/11/2017,0,271,271,1,0,265,3,90036.0,3,1000,1,10,193,14.62
847,975,13/10/2016,17/10/2016,3,17,58,0,0,266,15,40214.0,2,1729,2,13,889,83.72
848,975,13/10/2016,17/10/2016,3,17,58,0,0,266,15,40214.0,2,77,0,5,744,287.94
849,2916,01/01/2018,06/01/2018,3,293,313,0,0,264,33,44052.0,1,277,0,9,989,48.896
850,103,07/02/2015,12/02/2015,3,150,182,1,0,256,28,7036.0,1,1474,2,0,1058,115.36
851,2466,20/06/2017,25/06/2017,2,230,205,1,0,429,3,93905.0,3,550,1,2,495,5.16
852,2466,20/06/2017,25/06/2017,2,230,205,1,0,429,3,93905.0,3,1135,1,12,1796,38.88
853,1883,28/05/2017,04/06/2017,3,776,775,0,0,215,22,39212.0,2,577,1,2,363,185.88
854,2018,19/02/2017,24/02/2017,3,311,312,0,0,327,30,10035.0,1,289,0,9,620,44.46
855,2018,19/02/2017,24/02/2017,3,311,312,0,0,327,30,10035.0,1,1315,1,14,417,242.94
856,302,03/08/2015,08/08/2015,3,89,83,0,0,327,30,10035.0,1,1082,1,12,1665,39.96
857,302,03/08/2015,08/08/2015,3,89,83,0,0,327,30,10035.0,1,1438,1,15,85,102.3
858,302,03/08/2015,08/08/2015,3,89,83,0,0,327,30,10035.0,1,1385,1,14,1494,21.36
859,3976,10/04/2018,15/04/2018,3,694,673,2,0,324,28,8901.0,1,1271,1,12,1652,7.61
860,3976,10/04/2018,15/04/2018,3,694,673,2,0,324,28,8901.0,1,909,1,8,1193,7.16
861,415,09/06/2015,16/06/2015,3,161,161,0,0,436,3,94122.0,3,1430,1,15,1495,7.36
862,415,09/06/2015,16/06/2015,3,161,161,0,0,436,3,94122.0,3,595,1,2,518,23.1
863,2196,05/01/2017,07/01/2017,2,37,52,1,0,216,8,32216.0,2,1504,2,0,1023,191.472
864,2196,05/01/2017,07/01/2017,2,37,52,1,0,216,8,32216.0,2,605,1,2,1144,5.248
865,2196,05/01/2017,07/01/2017,2,37,52,1,0,216,8,32216.0,2,1794,2,13,993,59.184
866,569,10/01/2015,15/01/2015,3,36,51,1,0,462,44,22153.0,2,1002,1,10,189,2.89
867,569,10/01/2015,15/01/2015,3,36,51,1,0,462,44,22153.0,2,170,0,9,874,51.94
868,2193,29/09/2017,02/10/2017,0,471,461,1,0,372,36,19140.0,1,1012,1,10,190,15.936
869,438,06/04/2015,10/04/2015,3,308,314,1,0,241,36,17602.0,1,790,1,3,972,44.91
870,2555,03/09/2017,05/09/2017,0,596,592,2,0,372,36,19143.0,1,657,1,3,687,1141.47
871,2555,03/09/2017,05/09/2017,0,596,592,2,0,372,36,19143.0,1,1771,2,13,439,280.782
872,1184,19/10/2016,20/10/2016,0,738,765,0,0,96,27,3301.0,1,1221,1,12,1466,34.44
873,562,10/12/2015,15/12/2015,3,699,665,0,0,327,30,10009.0,1,1267,1,12,111,11.36
874,562,10/12/2015,15/12/2015,3,699,665,0,0,327,30,10009.0,1,651,1,3,1282,106.344
875,3039,25/08/2018,29/08/2018,3,293,313,0,0,74,31,28205.0,2,1126,1,12,1694,192.16
876,1926,17/01/2017,21/01/2017,3,132,160,2,0,96,27,3301.0,1,284,0,9,1539,322.59
877,1926,17/01/2017,21/01/2017,3,132,160,2,0,96,27,3301.0,1,1565,2,0,992,29.99
878,1926,17/01/2017,21/01/2017,3,132,160,2,0,96,27,3301.0,1,1516,2,0,998,371.97
879,4257,17/09/2015,21/09/2015,3,25,50,2,0,372,36,19120.0,1,788,1,3,74,5.892
880,2991,30/11/2018,02/12/2018,2,330,319,2,0,327,30,10024.0,1,799,1,3,991,68.472
881,2991,30/11/2018,02/12/2018,2,330,319,2,0,327,30,10024.0,1,121,0,5,1362,1242.9
882,1149,09/10/2016,13/10/2016,3,213,204,0,0,462,44,22153.0,2,1334,1,14,508,30.84
883,4748,23/12/2018,23/12/2018,1,314,296,0,0,436,3,94109.0,3,504,1,2,332,13.48
884,2679,22/10/2017,24/10/2017,0,600,607,2,0,123,20,48227.0,0,163,0,9,546,31.4
885,416,29/04/2015,04/05/2015,3,464,454,0,0,408,30,14609.0,1,181,0,9,506,17.46
886,1352,25/04/2016,28/04/2016,2,405,371,1,0,265,3,90045.0,3,723,1,3,638,13.944
887,3047,26/06/2018,02/07/2018,3,580,580,0,0,435,3,92105.0,3,1371,1,14,586,83.76
888,3753,14/10/2018,19/10/2018,3,266,247,2,0,93,18,21044.0,1,677,1,3,66,37.66
889,72,09/12/2015,16/12/2015,3,150,182,1,0,436,3,94122.0,3,1234,1,12,1777,34.68
890,3405,20/06/2018,26/06/2018,3,353,363,0,0,326,30,10801.0,1,1480,2,0,153,149.95
891,3405,20/06/2018,26/06/2018,3,353,363,0,0,326,30,10801.0,1,679,1,3,57,51.312
892,3416,26/06/2018,27/06/2018,0,752,767,2,0,123,20,48227.0,0,1114,1,12,144,4.54
893,3416,26/06/2018,27/06/2018,0,752,767,2,0,123,20,48227.0,0,570,1,2,674,15.92
894,3416,26/06/2018,27/06/2018,0,752,767,2,0,123,20,48227.0,0,1782,2,13,1169,543.92
895,1746,10/11/2017,12/11/2017,0,586,581,1,0,436,3,94122.0,3,1359,1,14,663,155.82
896,1746,10/11/2017,12/11/2017,0,586,581,1,0,436,3,94122.0,3,772,1,3,330,70.008
897,2289,03/10/2017,06/10/2017,2,327,334,0,0,207,41,77095.0,0,852,1,7,1492,15.648
898,526,09/09/2015,15/09/2015,3,536,489,0,0,123,20,48227.0,0,996,1,10,134,103.6
899,3949,29/10/2018,31/10/2018,2,294,300,1,0,23,30,13021.0,1,1161,1,12,1564,46.96
900,4468,10/04/2017,12/04/2017,0,404,412,1,0,462,33,45503.0,1,834,1,3,1631,8.904
901,3756,11/11/2018,13/11/2018,0,746,731,0,0,163,41,75043.0,0,957,1,10,1256,10.44
902,3756,11/11/2018,13/11/2018,0,746,731,0,0,163,41,75043.0,0,693,1,3,519,18.336
903,3396,15/09/2018,17/09/2018,0,190,202,0,0,80,11,60653.0,0,1843,2,13,174,323.976
904,2134,08/04/2017,12/04/2017,3,455,474,0,0,265,3,90032.0,3,1192,1,12,1708,20.04
905,2134,08/04/2017,12/04/2017,3,455,474,0,0,265,3,90032.0,3,1375,1,14,645,64.96
906,2134,08/04/2017,12/04/2017,3,455,474,0,0,265,3,90032.0,3,1014,1,12,1717,12.96
907,3604,30/12/2018,03/01/2019,3,603,589,0,0,327,30,10009.0,1,31,0,4,389,323.136
908,3604,30/12/2018,03/01/2019,3,603,589,0,0,327,30,10009.0,1,1849,2,13,730,90.93
909,3604,30/12/2018,03/01/2019,3,603,589,0,0,327,30,10009.0,1,784,1,3,1638,52.776
910,3500,02/09/2018,07/09/2018,3,75,88,2,0,215,20,49201.0,0,1725,2,13,1285,1199.8
911,3500,02/09/2018,07/09/2018,3,75,88,2,0,215,20,49201.0,0,1589,2,0,1061,1928.78
912,3500,02/09/2018,07/09/2018,3,75,88,2,0,215,20,49201.0,0,1402,1,14,642,352.38
913,1219,31/05/2016,07/06/2016,3,668,668,2,0,338,5,6360.0,1,203,0,9,21,22.2
914,2810,27/11/2018,29/11/2018,0,92,109,1,0,297,47,53209.0,0,290,0,9,877,46.94
915,2810,27/11/2018,29/11/2018,0,92,109,1,0,297,47,53209.0,0,1506,2,0,1073,143.73
